,views,likes,comments,views_log,likes_log,comments_log,likes_log_win,comments_log_win,views_log_win,duration_scaled,framerate_scaled,bitrate_scaled,views_log_scaled,likes_log_scaled,comments_log_scaled,likes_log_win_scaled,comments_log_win_scaled,views_log_win_scaled,has_description,has_hashtags,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,resolution_score_scaled,aspect_ratio,is_hd,is_full_hd,is_4k,is_short,is_medium,is_long,content_score,duration_bitrate_ratio,optimal_duration,content_completeness,is_popular_category,is_high_fps,is_cinema_fps
457,6,0,0,1.9459101490553132,0.0,0.0,0.0,0.0,1.9459101490553132,4.574710978503383,3.4339872044851463,5.8916442118257715,1.9459101490553132,0.0,0.0,0.0,0.0,1.9459101490553132,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,0.775158720909765,0,0.4,False,0,0
458,11168,32,67,9.320897362540826,3.49650756146648,4.219507705176107,3.49650756146648,1.732867951399863,9.320897362540826,5.786897381366708,3.4330189939851112,7.321188556739478,9.320897362540826,3.49650756146648,4.219507705176107,3.49650756146648,1.732867951399863,9.320897362540826,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9238763082816578,0.75,1,1,0,0,1,0,2,0.7893532319594861,1,1.0,False,0,0
459,22033,77,4,10.00034199390001,4.356708826689592,1.6094379124341005,4.023594781085251,1.6094379124341005,10.00034199390001,3.4657359027997265,3.4330189939851112,6.059123195581797,10.00034199390001,4.356708826689592,1.6094379124341005,4.023594781085251,1.6094379124341005,10.00034199390001,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,2,0.5710439203677254,0,1.0,True,0,0
460,34,2,0,3.5553480614894135,1.0986122886681098,0.0,1.0986122886681098,0.0,3.5553480614894135,2.995732273553991,3.4339872044851463,5.583496308781699,3.5553480614894135,1.0986122886681098,0.0,1.0986122886681098,0.0,3.5553480614894135,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.663443061339372,0.75,0,0,0,1,0,0,1,0.5355741933449996,0,0.4,True,0,0
461,1600,7,3,7.378383712996715,2.0794415416798357,1.3862943611198906,2.0794415416798357,1.3862943611198906,7.378383712996715,5.476463551931511,3.4330189939851112,8.662504922576291,7.378383712996715,2.0794415416798357,1.3862943611198906,2.0794415416798357,1.3862943611198906,7.378383712996715,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.6314742511906987,1,1.0,True,0,0
462,74,0,0,4.31748811353631,0.0,0.0,0.0,0.0,4.31748811353631,5.480638923341991,3.4330189939851112,6.042632833682381,4.31748811353631,0.0,0.0,0.0,0.0,4.31748811353631,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,0.9054966778825088,1,0.6,False,0,0
463,82,0,0,4.418840607796598,0.0,0.0,0.0,0.0,4.418840607796598,5.0689042022202315,2.3978952727983707,7.1284959456800365,4.418840607796598,0.0,0.0,0.0,0.0,4.418840607796598,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8333532273396249,0.6,1,0,0,0,1,0,0,0.710080140241272,1,0.0,False,0,0
464,476,5,1,6.1675164908883415,1.791759469228055,0.6931471805599453,1.791759469228055,0.6931471805599453,6.1675164908883415,5.501258210544727,3.258096538021482,6.643789733147672,6.1675164908883415,1.791759469228055,0.6931471805599453,1.791759469228055,0.6931471805599453,6.1675164908883415,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8147455117496272,0.8,0,0,0,0,1,0,2,0.8267857012581425,1,1.0,True,0,1
465,148,2,0,5.003946305945459,1.0986122886681098,0.0,1.0986122886681098,0.0,5.003946305945459,4.820281565605037,3.4330189939851112,8.561210076833012,5.003946305945459,1.0986122886681098,0.0,1.0986122886681098,0.0,5.003946305945459,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.5623805183160426,1,1.0,True,0,0
466,719,5,0,6.579251212010101,1.791759469228055,0.0,1.791759469228055,0.0,6.579251212010101,6.056784013228625,3.258096538021482,5.834810737062605,6.579251212010101,1.791759469228055,0.0,1.791759469228055,0.0,6.579251212010101,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,1.0362669187595543,1,1.0,True,0,1
467,49,0,0,3.912023005428146,0.0,0.0,0.0,0.0,3.912023005428146,3.4657359027997265,3.4330189939851112,6.693323668269949,3.912023005428146,0.0,0.0,0.0,0.0,3.912023005428146,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,1,0,0,2,0.5170175385092501,0,1.0,False,0,0
