,views,likes,comments,duration_log,bitrate_log,height_log,width_log,frame rate_log,views_log,likes_log,comments_log,likes_log_win,comments_log_win,duration_log_scaled,duration_log_minmax,duration_log_zscore,height_log_scaled,height_log_minmax,height_log_zscore,width_log_scaled,width_log_minmax,width_log_zscore,frame rate_log_scaled,frame rate_log_minmax,frame rate_log_zscore,views_log_scaled,views_log_minmax,views_log_zscore,likes_log_scaled,likes_log_minmax,likes_log_zscore,comments_log_scaled,comments_log_minmax,comments_log_zscore,likes_log_win_scaled,likes_log_win_minmax,likes_log_win_zscore,comments_log_win_scaled,comments_log_win_minmax,comments_log_win_zscore,has_description,has_hashtags,is_h264,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,like_per_view_log,comment_per_view_log,engagement_rate_log,aspect_ratio,log_aspect_ratio,like_per_view_log_scaled,like_per_view_log_minmax,like_per_view_log_zscore,comment_per_view_log_scaled,comment_per_view_log_minmax,comment_per_view_log_zscore,engagement_rate_log_scaled,engagement_rate_log_minmax,engagement_rate_log_zscore,aspect_ratio_scaled,aspect_ratio_minmax,aspect_ratio_zscore,log_aspect_ratio_scaled,log_aspect_ratio_minmax,log_aspect_ratio_zscore
10,3,0,0,4.532599493153256,4.890349128221754,5.262690188904886,4.976733742420574,1.9459101490553132,1.3862943611198906,0.0,0.0,0.0,0.0,0.446125899682097,0.40557178075528666,-0.19928446937044397,0.6695048403592803,0.18027835974525716,-2.0244460639776567,0.6571665657361394,0.15824808630257178,-2.206147347347758,0.47511318532026,0.15281205182922802,-4.498201601974199,0.06989975776295196,0.06989975776295196,-1.6012435689776803,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-1.3862943611198906,-1.3862943611198906,-0.6931471805599453,-0.2859564464843114,-0.2859564464843114,-0.9064330506626138,0.8171754687173653,1.918284296090659,-inf,0.930100242237048,1.8068119668777527,-0.4507705545740842,0.8538415857524341,1.9544299243378331,-0.4796820755097052,0.4947802785905378,0.3842385099271633,-0.4796820755097052,0.4947802785905378,0.3842385099271633
11,93,0,0,5.44673737166631,6.63200177739563,7.155396301896734,6.580639137284949,3.4339872044851463,4.543294782270004,0.0,0.0,0.0,0.0,0.5361008873467153,0.5021346488571649,0.5466891693655967,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.22908208648400616,0.22908208648400616,-0.3253246574578565,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-4.543294782270004,-4.543294782270004,-3.8501476017100584,-0.5747571646117846,-0.5747571646117846,-2.97064798433266,0.6192198533425307,-0.20131800486704088,-inf,0.7709179135159939,0.1734487909561651,-2.5038450971017543,0.6470038342404547,-0.07230449617072622,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
12,447,0,0,3.5263605246161616,6.104793232414985,5.771441123130016,5.484796933490655,3.4330189939851112,6.104793232414985,0.0,0.0,0.0,0.0,0.34708576480763936,0.29928002424710265,-1.0204163384694425,0.7342267222817858,0.3408069655728426,-1.1705473335896999,0.724255174396581,0.32296937391118097,-1.2075259137851115,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.3078159877920846,0.3078159877920846,0.30576344424187457,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-6.104793232414985,-6.104793232414985,-5.4116460518550396,-0.286644189639361,-0.286644189639361,-3.9916387951345307,0.5213081189840377,-1.2497042153013815,-inf,0.6921840122079155,-0.634436456900813,-3.5193257079726123,0.5446988658110345,-1.074756898545341,-0.48083574093004355,0.4943863733510881,0.3810832282703213,-0.48083574093004355,0.4943863733510881,0.3810832282703213
13,32,0,0,6.4692503167957724,8.720134035412928,7.560601162768557,6.985641817639208,3.4330189939851112,3.49650756146648,0.0,0.0,0.0,0.0,0.6367428055818344,0.6101454697342142,1.3811012643699705,0.9618386970928408,0.9053491559533858,1.8324181324789257,0.9224383863718397,0.8095645576658779,1.7424533331012393,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.1763009635020076,0.1763009635020076,-0.7483894129810508,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-3.49650756146648,-3.49650756146648,-2.8033603809065344,-0.5749593451293489,-0.5749593451293489,-2.286202775177316,0.684857287874511,0.501492354917439,-inf,0.8236990364979924,0.7150336726150951,-1.8230937800993747,0.7155863765841131,0.5997130547734385,-0.9644744694380522,0.32925372240951767,-0.9416715164737409,-0.9644744694380522,0.32925372240951767,-0.9416715164737409
14,139455,93,36,5.0369526024136295,5.556828061699537,5.771441123130016,5.484796933490655,3.4330189939851112,11.845504418304293,4.543294782270004,3.610917912644224,4.023594781085251,1.732867951399863,0.4957673879640706,0.4588479701694049,0.21228815327897846,0.7342267222817858,0.3408069655728426,-1.1705473335896999,0.724255174396581,0.32296937391118097,-1.2075259137851115,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.5972742244659824,0.5972742244659824,2.6259031308185206,0.3331457753863298,0.3331457753863298,2.1863900117640367,0.3715217368959209,0.3715217368959209,3.0047387468666518,1.0,1.0,2.446944767221639,1.0,1.0,2.3275805181505755,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-7.302209636034289,-8.234586505660069,-6.970307095103141,-0.286644189639361,-0.286644189639361,-4.774573382540123,0.4462256769766251,-2.0536466371371525,-inf,0.5847955397014468,-1.7363450539154133,-4.532961083781813,0.4425797962680203,-2.0753877394832303,-0.48083574093004355,0.4943863733510881,0.3810832282703213,-0.48083574093004355,0.4943863733510881,0.3810832282703213
15,3,1,0,5.170483995038151,5.220355825078324,5.771441123130016,5.484796933490655,3.218875824868201,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5089103565321969,0.4729532540183091,0.3212551933535388,0.7342267222817858,0.3408069655728426,-1.1705473335896999,0.724255174396581,0.32296937391118097,-1.2075259137851115,0.7859203299011308,0.6544669986294146,-0.19872904085150606,0.06989975776295196,0.06989975776295196,-1.6012435689776803,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.6931471805599453,-1.3862943611198906,-0.2876820724517808,-0.286644189639361,-0.286644189639361,-0.4532165253313069,0.8606383633542588,2.383661604555498,-inf,0.930100242237048,1.8068119668777527,-0.18708668371896545,0.8804065145106956,2.214730837005645,-0.48083574093004355,0.4943863733510881,0.3810832282703213,-0.48083574093004355,0.4943863733510881,0.3810832282703213
16,22,0,0,5.293304824724492,6.320768294250582,6.46302945692067,6.175867270105761,3.258096538021482,3.1354942159291497,0.0,0.0,0.0,0.0,0.5209991266135352,0.48592715200015063,0.4214819790357283,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.15809794247704517,0.15809794247704517,-0.8942949224628368,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-3.1354942159291497,-3.1354942159291497,-2.4423470353692043,-0.2871621868149088,-0.2871621868149088,-2.050153031845049,0.7074941613115867,0.7438758252365826,-inf,0.8419020575229549,0.901814105289891,-1.5883179770079647,0.7392389514005445,0.8314767785796275,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
17,90,0,0,4.110873864173311,7.921898411023797,7.155396301896734,6.580639137284949,3.4330189939851112,4.51085950651685,0.0,0.0,0.0,0.0,0.40461710854979505,0.36102375660753716,-0.5434297120007358,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.22744663446046298,0.22744663446046298,-0.33843355077841325,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-4.51085950651685,-4.51085950651685,-3.8177123259569044,-0.5747571646117846,-0.5747571646117846,-2.9494400744005556,0.6212536652256564,-0.17954104067723664,-inf,0.772553365539537,0.19023009534280305,-2.482751644442535,0.6491289019032614,-0.05148166403956818,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
18,46,1,0,4.976733742420574,6.754604099487962,6.343880434126331,5.771441123130016,3.218875824868201,3.8501476017100584,0.6931471805599453,0.0,0.6931471805599453,0.0,0.48984028296994675,0.4524868883551238,0.16314711759339265,0.8070508627436273,0.5214314683172013,-0.2097526342573026,0.7621058988763474,0.4159034829606378,-0.6441136520600192,0.7859203299011308,0.6544669986294146,-0.19872904085150606,0.19413220760253017,0.19413220760253017,-0.6054638649847559,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-3.157000421150113,-3.8501476017100584,-2.7515353130419484,-0.5724393109963151,-0.5724393109963151,-2.064214933670046,0.7061456426163176,0.729436612062637,-inf,0.8058677923974698,0.532068027315986,-1.7893906716725512,0.7189818086649113,0.6329837658517993,-0.9602471991031787,0.33069707323214054,-0.9301099074396185,-0.9602471991031787,0.33069707323214054,-0.9301099074396185
19,40,2,0,5.58724865840025,7.156176637480615,6.46302945692067,6.175867270105761,3.258096538021482,3.713572066704308,1.0986122886681098,0.0,1.0986122886681098,0.0,0.5499308593758695,0.5169772378873719,0.6613520865383299,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.18724579366261088,0.18724579366261088,-0.660661611173618,0.08055784629814867,0.08055784629814867,-0.003933556804560776,0.0,0.0,-0.44929659337524885,0.27304247779439417,0.27304247779439417,0.08023235340810513,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-2.614959778036198,-3.713572066704308,-2.327277705584417,-0.2871621868149088,-0.2871621868149088,-1.7097999064575242,0.74013359787503,1.093361363754083,-inf,0.812754206337389,0.6027292309432298,-1.513485579133022,0.7467779689062835,0.9053491068369413,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
20,242,0,0,4.02535169073515,6.690842277418564,6.46302945692067,6.175867270105761,3.258096538021482,5.493061443340548,0.0,0.0,0.0,0.0,0.3961994981640768,0.3519898170371431,-0.6132192792113775,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.27697123715942845,0.27697123715942845,0.05852871052790761,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5.493061443340548,-5.493061443340548,-4.799914262780603,-0.2871621868149088,-0.2871621868149088,-3.5916559867863067,0.5596659671297984,-0.8389889999962225,-inf,0.7230287628405716,-0.31793976874047064,-3.1215015725719306,0.5847778049625414,-0.6820366870653661,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
21,41,0,0,6.028278520230698,6.643789733147672,6.46302945692067,6.175867270105761,3.4330189939851112,3.737669618283368,0.0,0.0,0.0,0.0,0.5933396900464347,0.5635644206066744,1.0212503672616517,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.18846084081659037,0.18846084081659037,-0.650922454480745,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-3.737669618283368,-3.737669618283368,-3.0445224377234226,-0.2871621868149088,-0.2871621868149088,-2.4438873658352573,0.6697355339962342,0.3395767444195011,-inf,0.8115391591834096,0.5902616832307184,-1.979927360531394,0.6997861197175532,0.44489158620570046,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
22,119,1,0,5.187385805840755,7.475339236566737,7.560601162768557,6.985641817639208,3.4339872044851463,4.787491742782046,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5105739351391216,0.4747386382208208,0.3350477574754359,0.9618386970928408,0.9053491559533858,1.8324181324789257,0.9224383863718397,0.8095645576658779,1.7424533331012393,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.2413949897641232,0.2413949897641232,-0.22663112610271485,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-4.0943445622221,-4.787491742782046,-3.688879454113936,-0.5749593451293489,-0.5749593451293489,-2.6771004312538667,0.6473706944025623,0.10010606623977578,-inf,0.7586050102358769,0.0471066085794394,-2.398968478735776,0.657569667813303,0.031226597292240102,-0.9644744694380522,0.32925372240951767,-0.9416715164737409,-0.9644744694380522,0.32925372240951767,-0.9416715164737409
23,3,0,0,5.799092654460526,6.778784897685177,7.155396301896734,6.580639137284949,3.431403223719222,1.3862943611198906,0.0,0.0,0.0,0.0,0.5707818287759682,0.5393548948366909,0.8342253918678508,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8378109937557585,0.7382205695150621,0.519087422866762,0.06989975776295196,0.06989975776295196,-1.6012435689776803,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1.3862943611198906,-1.3862943611198906,-0.6931471805599453,-0.5747571646117846,-0.5747571646117846,-0.9064330506626138,0.8171754687173653,1.918284296090659,-inf,0.930100242237048,1.8068119668777527,-0.4507705545740842,0.8538415857524341,1.9544299243378331,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
