,views,likes,comments,views_log,likes_log,comments_log,likes_log_win,comments_log_win,duration_scaled,framerate_scaled,bitrate_scaled,views_log_scaled,likes_log_scaled,comments_log_scaled,likes_log_win_scaled,comments_log_win_scaled,has_description,has_hashtags,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,resolution_score_scaled,aspect_ratio,is_hd,is_full_hd,is_4k,is_short,is_medium,is_long,content_score,duration_bitrate_ratio,optimal_duration,content_completeness,is_popular_category,is_high_fps,is_cinema_fps
14321,15,0,0,2.772588722239781,0.0,0.0,0.0,0.0,0.8739027228274563,0.5254074907218134,0.9863880107588788,-1.0408121393743501,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,1.7777777777777777,1,0,0,0,1,0,2,0.8770706927333117,1,1.0,True,0,0
14322,122,2,0,4.812184355372417,1.0986122886681098,0.0,1.0986122886681098,0.0,-1.5870249622329269,0.5254074907218134,-0.35883215554791825,-0.21622132498730565,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,1,0,0,2,4.549537469503499,0,1.0,False,0,0
14323,88,1,0,4.48863636973214,0.6931471805599453,0.0,0.6931471805599453,0.0,0.22332657722203492,0.5221162484473696,-0.77751597586865,-0.34702896775649095,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-0.29097319696737395,1,0.6,False,0,0
14324,29,0,0,3.4011973816621555,0.0,0.0,0.0,0.0,-1.1794944925014816,-0.0724984368883118,0.014592685048737123,-0.7866711135830208,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8189195531524088,0.75,0,0,0,1,0,0,1,-47.96119212538164,0,0.4,False,0,1
14325,496,1,0,6.208590026096629,0.6931471805599453,0.0,0.6931471805599453,0.0,1.2283192698596364,0.5221162484473696,0.6631488999423916,0.34833336935111114,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,1.8247363547125406,1,1.0,True,0,0
14326,762,0,0,6.637258031284457,0.0,0.0,0.0,0.0,-0.5435483893501083,-0.0724984368883118,0.025292238212292702,0.5216401237672275,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-15.401357830594717,0,1.0,True,0,1
14327,3359,11,11,8.11969625295725,2.4849066497880004,2.4849066497880004,2.4849066497880004,1.732867951399863,0.6863311127380145,0.5221162484473696,0.38045716424150827,1.1209770318435335,0.878184398154254,1.9284045554174534,1.2020944207439292,2.3285137093747577,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,1.7577628882063494,1,1.0,False,0,0
14328,379,0,0,5.940171252720432,0.0,0.0,0.0,0.0,0.09917360503809625,0.5221162484473696,-1.0061485042491307,0.23981398867608078,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8265378138302576,0.6666666666666666,1,0,0,0,1,0,2,-0.09955704858770087,1,1.0,False,0,0
14329,8489,5,0,9.046644279305394,1.791759469228055,0.0,1.791759469228055,0.0,-1.070438230877825,0.5221162484473696,-0.3871420820017535,1.4957340746240686,0.4371730419529231,-0.44926769600141864,0.6411157751353391,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,1,0,0,2,2.8382890214644574,0,1.0,True,0,0
14330,3,0,0,1.3862943611198906,0.0,0.0,0.0,0.0,0.5474630747203816,-4.533019485935986,-2.1001781294503563,-1.601278918988052,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-0.2619217314575697,1,1.0,True,0,0
14331,133,2,0,4.897839799950911,1.0986122886681098,0.0,1.0986122886681098,0.0,0.34922279187454847,0.516623753370429,0.49537819418877865,-0.18159157208222496,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,2,0.6910127818931975,1,1.0,True,0,0
14332,797,0,0,6.682108597449809,0.0,0.0,0.0,0.0,-0.5707745366915162,-0.0724984368883118,-0.45809747472986456,0.5397728184441642,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8147455117496272,0.8,0,0,0,1,0,0,2,1.2737731607070706,0,1.0,True,0,1
14333,160,0,0,5.081404364984463,0.0,0.0,0.0,0.0,-0.3019288655483959,-0.0724984368883118,-0.9769364290297949,-0.1073780114554373,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,0.3122530669894663,0,0.4,False,0,1
14334,140,1,2,4.948759890378168,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.540391958804425,0.516623753370429,1.057504717713793,-0.1610050214189526,-0.2618134200183668,0.6019347522099856,-0.24801434185961874,1.272380547075836,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.5062197382712725,1,1.0,True,0,0
14335,14,0,0,2.70805020110221,0.0,0.0,0.0,0.0,1.3502731979204374,-1.7228873221728644,0.061969658615558636,-1.0669045033898719,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,0,1,2,18.761700748550318,0,1.0,True,0,0
14336,9119,5,1,9.118225083068378,1.791759469228055,0.6931471805599453,1.791759469228055,0.6931471805599453,0.6342156896023988,0.5254074907218134,0.12710615972226946,1.5246735723904672,0.4371730419529231,0.21396720560231527,0.6411157751353391,0.597218822884404,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,0,1,0,2,4.625727180216443,1,1.0,True,0,0
14337,466,1,0,6.1463292576688975,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5785466532708478,0.5254074907218134,1.430072747967612,0.32316188098930626,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.40174821312836867,1,1.0,False,0,0
14338,172,0,0,5.153291594497779,0.0,0.0,0.0,0.0,-1.340149518197847,0.516623753370429,-1.847325765742092,-0.07831462841741384,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,1,0.7294022340434351,0,0.4,False,0,0
14339,46,0,0,3.8501476017100584,0.0,0.0,0.0,0.0,0.3078033301595255,0.5254074907218134,0.5146110580193066,-0.6051644357127859,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,1,0.5867267291727537,1,0.4,False,0,0
14340,1855,9,4,7.526178913346146,2.302585092994046,1.6094379124341005,2.302585092994046,1.6094379124341005,0.2337306515053039,0.5221162484473696,0.09123966832492121,0.881023122121211,0.7621832381098814,1.0907160555421467,1.0545377360108275,2.1229837235420215,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,2.308686460283164,1,1.0,True,0,0
14341,874,2,1,6.774223886357614,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,-0.2168766007933823,-0.07511429270310077,-1.4605260889038645,0.5770142303515436,-0.003838314248407685,0.21396720560231527,0.08013712952674934,0.597218822884404,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6355335747727997,0.7,0,0,0,0,1,0,2,0.1495158221919827,0,1.0,True,0,1
14342,99,0,0,4.605170185988092,0.0,0.0,0.0,0.0,1.5726147231517182,-0.0724984368883118,-0.6771301070496922,-0.2999153571519536,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8147455117496272,0.8,0,0,0,0,0,1,2,-2.357283394248882,0,1.0,False,0,1
14343,118863,356,23,11.685735261391589,5.877735781779639,3.1780538303479458,4.023594781085251,1.732867951399863,-0.9742437907622349,0.5254074907218134,-0.4724220045509265,2.5626956560320258,3.036854618309055,2.5916394570211874,2.4473872072079064,2.3285137093747577,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,1,0,0,2,2.1068283541315376,0,1.0,True,0,0
14344,490,2,2,6.19644412779452,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6241315788113153,-2.9965844373292563,-0.41421393011513397,0.34342288807251814,-0.003838314248407685,0.6019347522099856,0.08013712952674934,1.272380547075836,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7789663931349117,0.782608695652174,0,0,0,0,0,1,1,-4.018000018823466,0,0.6,True,0,0
14345,61,0,0,4.127134385045092,0.0,0.0,0.0,0.0,0.15226362111329247,-0.0724984368883118,-0.7020400812634086,-0.4931810829665948,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-0.22002139071961782,1,0.4,False,0,1
14346,1,0,0,0.6931471805599453,0.0,0.0,0.0,0.0,-2.2026370162136866,-0.0724984368883118,-0.7430631615299863,-1.881512308794903,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7636022569985758,0.5666666666666667,0,0,0,1,0,0,1,3.0047029121154205,0,0.4,False,0,1
14347,2066,2,19,7.633853559681768,1.0986122886681098,2.995732273553991,1.0986122886681098,1.732867951399863,0.5785466532708478,0.5221162484473696,-0.9115502918994993,0.9245550472089097,-0.003838314248407685,2.4171858587496144,0.08013712952674934,2.3285137093747577,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-0.6417242149097341,1,1.0,True,0,0
14348,66,1,0,4.204692619390966,0.6931471805599453,0.0,0.6931471805599453,0.0,-1.5870249622329269,0.5221162484473696,-0.00028499637762871354,-0.461824961889076,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,-163.35814415739333,0,1.0,True,0,0
14349,32,1,0,3.49650756146648,0.6931471805599453,0.0,0.6931471805599453,0.0,1.639990500146895,-2.9965844373292563,-0.6995244650429402,-0.7481380350121899,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8351081834761102,0.583941605839416,1,0,0,0,0,1,2,-2.3784370001211843,0,1.0,True,0,0
14350,376,5,0,5.932245187448011,1.791759469228055,0.0,1.791759469228055,0.0,0.14653230786340893,0.5221162484473696,0.2742566778438337,0.23660954927069144,0.4371730419529231,-0.44926769600141864,0.6411157751353391,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8265378138302576,0.6666666666666666,1,0,0,0,1,0,2,0.515492930456014,1,1.0,True,0,0
14351,27308,147,6,10.2149715971734,4.997212273764115,1.9459101490553132,4.023594781085251,1.732867951399863,1.3248535097664615,0.5221162484473696,0.10373520938754406,1.968078670220073,2.4766260300265746,1.4126680694962146,2.4473872072079064,2.3285137093747577,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,0,1,2,11.648578456053343,1,1.0,False,0,0
14352,43,1,1,3.784189633918261,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.2168766007933823,0.5254074907218134,-0.6479387960550486,-0.6318306696923209,-0.2618134200183668,0.21396720560231527,-0.24801434185961874,0.597218822884404,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,0.33996458929058104,0,1.0,False,0,0
14353,21573,48,0,9.979244164935375,3.8918202981106265,0.0,3.8918202981106265,0.0,1.1729547909497668,-1.7228873221728644,-1.1237928611270398,1.8727761150640923,1.773326026810513,-0.44926769600141864,2.340739336368758,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-1.0531175336883212,1,1.0,False,0,0
14354,60,1,0,4.110873864173311,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5040878137395347,0.5254074907218134,-0.7641414792686712,-0.49975507044244805,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7297317183785909,0.7453416149068323,0,0,0,0,1,0,1,-0.6684260547879874,1,0.4,False,0,0
14355,43,0,0,3.784189633918261,0.0,0.0,0.0,0.0,-0.2630306194572926,0.5254074907218134,0.2645840024301492,-0.6318306696923209,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-0.9579240492140629,0,0.4,False,0,0
14356,344,3,0,5.84354441703136,1.3862943611198906,0.0,1.3862943611198906,0.0,0.2440038534565158,-0.0724984368883118,0.05420887022592494,0.2007485975572947,0.179197936182964,-0.44926769600141864,0.31296430374897116,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8362168224081097,0.550351288056206,1,0,0,0,1,0,2,3.800158024864249,1,1.0,False,0,1
14357,140,1,0,4.948759890378168,0.6931471805599453,0.0,0.6931471805599453,0.0,0.7297063737188614,0.5221162484473696,0.9323879629406285,-0.1610050214189526,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.7743163138903905,1,1.0,False,0,0
14358,2450,12,0,7.804251383528112,2.5649493574615367,0.0,2.5649493574615367,0.0,0.7408943402704143,0.5221162484473696,-1.9553715795667324,0.9934454086377724,0.929111162418976,-0.44926769600141864,1.2668746737708134,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,2,-0.38084978111761264,1,1.0,True,0,0
14359,222,0,0,5.407171771460119,0.0,0.0,0.0,0.0,-0.23502643186798586,-0.07380611317432553,-1.450775333017203,0.02432692389683775,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6355335747727997,0.7,0,0,0,0,1,0,2,0.16312496923153502,0,1.0,False,0,1
14360,8,0,0,2.1972245773362196,0.0,0.0,0.0,0.0,0.18583172078359492,-1.7228873221728644,-1.0428988164532986,-1.2734268700140878,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-0.17991280251602176,1,1.0,False,0,0
14361,616217,331,779,13.331356076013098,5.805134968916488,6.659293919683638,4.023594781085251,1.732867951399863,-0.2630306194572926,0.516623753370429,0.0051475448104486635,3.2280058703007466,2.990662721638232,5.922649079312875,2.4473872072079064,2.3285137093747577,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,0,1,0,2,-17.364571139994652,0,1.0,True,0,0
14362,30,1,0,3.4339872044851463,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.10000488444331088,0.5221162484473696,0.404577121738943,-0.7734144727734459,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,1,-0.2412214258805227,0,0.4,False,0,0
14363,431,0,0,6.068425588244111,0.0,0.0,0.0,0.0,0.06811629693446802,0.516623753370429,0.2656628029774158,0.29166610350714955,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8203191257041413,0.7339449541284404,0,0,0,0,1,0,2,0.24710006645346555,1,1.0,False,0,0
14364,44,0,0,3.80666248977032,0.0,0.0,0.0,0.0,1.0830780298432863,0.5254074907218134,0.3716476108615963,-0.6227450890960385,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,2.8379007205053934,1,0.6,True,0,0
14365,16,0,0,2.833213344056216,0.0,0.0,0.0,0.0,-0.5172006597179607,0.5221162484473696,-0.7535536399892855,-1.0163021308886289,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6578397075139824,0.8181818181818182,0,0,0,0,1,0,2,0.6955794873459479,0,1.0,True,0,0
14366,117,1,0,4.770684624465665,0.6931471805599453,0.0,0.6931471805599453,0.0,-1.3764536632627373,-0.0724984368883118,-0.9705451994639898,-0.2329993060485234,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7416381174861493,0.75,0,0,0,1,0,0,2,1.4329920799467175,0,1.0,True,0,1
14367,2923,5,0,7.980707820869669,1.791759469228055,0.0,1.791759469228055,0.0,1.2509442287692738,-0.0724984368883118,-0.813041743222069,1.0647852149246828,0.4371730419529231,-0.44926769600141864,0.6411157751353391,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7472578742342564,0.8181818181818182,0,0,0,0,1,0,2,-1.5577574133943173,1,1.0,True,0,1
14368,7,0,0,2.0794415416798357,0.0,0.0,0.0,0.0,-1.5403431834301655,0.5221162484473696,0.42819766517720215,-1.321045529181201,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,1,-3.5151788926288967,0,0.4,False,0,0
14369,140,2,0,4.948759890378168,1.0986122886681098,0.0,1.0986122886681098,0.0,-0.7224513614572075,-1.1387159767365287,0.30799907071989263,-0.1610050214189526,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,-2.2718662662180353,0,1.0,False,0,0
14370,1475,0,1,7.297091005160418,0.0,0.6931471805599453,0.0,0.6931471805599453,-1.6365376235457558,0.516623753370429,1.1996292047961243,0.7884048689202298,-0.7028247762196976,0.21396720560231527,-0.8089929874682087,0.597218822884404,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,2,-1.3529250261625292,0,1.0,False,0,0
14371,117,1,0,4.770684624465665,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.1398522402129345,0.5221162484473696,1.9721779945719813,-0.2329993060485234,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,1,-0.07055483442753752,0,0.4,True,0,0
14372,1741,8,0,7.462789157412448,2.1972245773362196,0.0,2.1972245773362196,0.0,1.1257914905326483,0.5254074907218134,-0.08503916634318104,0.8553951939083618,0.6951481477228824,-0.44926769600141864,0.9692672465217074,-0.5569777681091652,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7849850142739001,0.5633802816901409,0,0,0,0,1,0,1,-15.002718518806562,1,0.6,True,0,0
14373,429,1,0,6.063785208687608,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.7059516328808656,0.5221162484473696,-1.0531305576264367,0.2897900383227558,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,2,0.6767624893351837,0,1.0,False,0,0
14374,10,0,0,2.3978952727983707,0.0,0.0,0.0,0.0,1.1326981599090105,0.5254074907218134,1.4746525673382487,-1.1922974493060228,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.7629382017233582,1,1.0,False,0,0
14375,4178,14,1,8.337827262447915,2.70805020110221,0.6931471805599453,2.70805020110221,0.6931471805599453,0.7682115619120511,-0.0724984368883118,-0.6288848000074929,1.2091655059886333,1.0201583438798403,0.21396720560231527,1.3826892073971953,0.597218822884404,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,1,-1.2412836151457431,1,0.4,True,0,1
14376,62,1,0,4.143134726391533,0.6931471805599453,0.0,0.6931471805599453,0.0,0.2127882531173984,-1.7228873221728644,0.035892374810538946,-0.4867122838149375,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7472578742342564,0.8181818181818182,0,0,0,0,1,0,2,4.636679927675756,1,1.0,False,0,0
14377,39,0,0,3.688879454113936,0.0,0.0,0.0,0.0,0.9943857691198316,0.5254074907218134,-0.39866573042427267,-0.6703637482631521,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7636022569985758,1.7647058823529411,0,0,0,0,1,0,1,-2.558460114387618,1,0.6,True,0,0
14378,26,0,0,3.295836866004329,0.0,0.0,0.0,0.0,1.1875537478477733,0.5221162484473696,-0.9801455211422324,-0.8292674557202547,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7107615153453277,0.5625,0,0,0,0,1,0,2,-1.2240985728095393,1,1.0,False,0,0
14379,602,5,3,6.401917196727186,1.791759469228055,1.3862943611198906,1.791759469228055,1.3862943611198906,0.25414943468921647,0.5254074907218134,0.285968536589499,0.4264938666985906,0.4371730419529231,0.8772021072060492,0.6411157751353391,1.7514154138779734,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.8587042312599444,1,1.0,True,0,0
14380,21,0,0,3.091042453358316,0.0,0.0,0.0,0.0,-1.5403431834301655,0.5254074907218134,-0.02366632760782282,-0.9120640594991718,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,1,0,0,2,112.71083407575045,0,1.0,True,0,0
14381,106,0,0,4.672828834461906,0.0,0.0,0.0,0.0,-0.5043388382098947,0.5221162484473696,-0.33667939165432564,-0.2725615527315845,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,0,1,0,2,1.543834264095724,0,1.0,True,0,0
14382,10541,90,6,9.263122557415151,4.51085950651685,1.9459101490553132,4.023594781085251,1.732867951399863,0.8925711650361052,0.5254074907218134,-0.2055636661001561,1.5832543638146575,2.1671865639340813,1.4126680694962146,2.4473872072079064,2.3285137093747577,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,0,1,0,2,-4.564095073667637,1,1.0,False,0,0
14383,3,0,0,1.3862943611198906,0.0,0.0,0.0,0.0,0.5717407073306356,0.5221162484473696,-0.5557001778870682,-1.601278918988052,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-1.04771948131737,1,1.0,False,0,0
14384,1627,0,0,7.395107546562485,0.0,0.0,0.0,0.0,0.7815350023544312,0.5221162484473696,1.844492153162862,0.8280321059985886,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.4214280448809193,1,1.0,False,0,0
14385,499,1,0,6.214608098422191,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.44290320913815556,0.5221162484473696,-0.7535536399892855,0.3507664237660953,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,1,0.5956573746912701,0,0.4,False,0,0
14386,992,10,1,6.900730664045173,2.3978952727983707,0.6931471805599453,2.3978952727983707,0.6931471805599453,0.46997436723851144,0.5221162484473696,-0.8816838874417264,0.6281598227151851,0.8228238536013021,0.21396720560231527,1.1316742765304744,0.597218822884404,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-0.5391568824540537,1,1.0,True,0,0
14387,563281,3313,182,13.241535669818724,8.105911197986508,5.209486152841421,4.023594781085251,1.732867951399863,0.7126317005313396,-0.0724984368883118,-0.053226847993453195,3.191692259558878,4.454519855527565,4.535406746726098,2.4473872072079064,2.3285137093747577,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,-16.48585852568453,1,1.0,True,0,1
